Date,Open,High,Low,Close,Volume,Return,High_Low_Pct,Price_Change,RSI,MACD,SMA_20,SMA_50,Volatility_10,dow,month,Return_lag_1,Vol_lag_1,Return_lag_2,Vol_lag_2,Return_lag_3,Vol_lag_3,Return_lag_4,Vol_lag_4,Return_lag_5,Vol_lag_5,Close_next,Target_dir
2010-03-16,87.59684753417969,87.67961566474938,86.90455644997309,87.14535160156387,168673000,0.004771517829924132,0.008893867550387883,-0.45149593261581344,68.77256685163975,1.0658171488958317,84.6482425085327,83.91765869318012,0.0052896899328953246,1,3,-0.005950514694778919,146816800.0,0.010897594798542354,162074800.0,0.0016592960390446887,160791100.0,0.005091091321071772,186088800.0,-0.0028883340281515846,154556700.0,87.86023122815472,1
2010-03-17,88.11607360839844,88.40202184632994,87.60438310690074,87.86023122815472,177468100,0.008203301879592395,0.009078495791319984,-0.2558423802437204,71.79456904903631,1.1554655665798208,84.89242413055419,83.98372692288551,0.005473316437078568,2,3,0.004771517829924132,168673000.0,-0.005950514694778919,146816800.0,0.010897594798542354,162074800.0,0.0016592960390446887,160791100.0,0.005091091321071772,186088800.0,88.12364242217613,1
2010-03-18,88.07096862792969,88.24403720573386,87.7172992632694,88.12364242217613,196509100,0.0029980708033581216,0.0059772602219618646,0.05267379424644503,72.83763567204294,1.2335480908800491,85.15692644535798,84.04166891061688,0.005293829779477601,3,3,0.008203301879592395,177468100.0,0.004771517829924132,168673000.0,-0.005950514694778919,146816800.0,0.010897594798542354,162074800.0,0.0016592960390446887,160791100.0,87.6250991821289,0
2010-03-19,87.6250991821289,88.62247007944596,87.28508283882658,87.6250991821289,226641100,-0.005657315407582075,0.015262604585925967,0.0,67.73225497704648,1.2408964985658457,85.37618234084918,84.08572697163643,0.00587932590454454,4,3,0.0029980708033581216,196509100.0,0.008203301879592395,177468100.0,0.004771517829924132,168673000.0,-0.005950514694778919,146816800.0,0.010897594798542354,162074800.0,87.1264501379592,0
2010-03-22,88.09359741210938,88.25227523599094,87.0735594515495,87.1264501379592,184477800,-0.00569071018263001,0.013528793868854007,-0.9671472741501788,62.97743475710378,1.192734256066089,85.53551633817183,84.1201133975244,0.006115311263578427,0,3,-0.005657315407582075,226641100.0,0.0029980708033581216,196509100.0,0.008203301879592395,177468100.0,0.004771517829924132,168673000.0,-0.005950514694778919,146816800.0,88.22204945503802,1
2010-03-23,88.71318054199219,88.78873784044998,87.9349236503851,88.22204945503802,182941600,0.012574818730064274,0.009678013550342918,-0.4911310869541694,68.2510597629082,1.22880612833535,85.77559083009457,84.17054259053967,0.006838612401597629,1,3,-0.00569071018263001,184477800.0,-0.005657315407582075,226641100.0,0.0029980708033581216,196509100.0,0.008203301879592395,177468100.0,0.004771517829924132,168673000.0,88.38070035579433,1
2010-03-24,88.282470703125,88.72826845722581,87.33043859406742,88.38070035579433,196072600,0.0017983134798649214,0.01581600799191618,0.09822965266933181,68.94099099494382,1.2557199903919951,86.05068713395029,84.20623593229121,0.006800003577849835,2,3,0.012574818730064274,182941600.0,-0.00569071018263001,184477800.0,-0.005657315407582075,226641100.0,0.0029980708033581216,196509100.0,0.008203301879592395,177468100.0,88.87938545407653,1
2010-03-25,88.138916015625,89.28740169684929,88.0331346672748,88.87938545407653,223396300,0.005642466016615,0.014112012849397629,0.7404694384515267,71.06916015296967,1.3022772976737684,86.38457899603817,84.26860772969648,0.006857767038915831,3,3,0.0017983134798649214,196072600.0,0.012574818730064274,182941600.0,-0.00569071018263001,184477800.0,-0.005657315407582075,226641100.0,0.0029980708033581216,196509100.0,88.3051568646797,0
2010-03-26,88.0860366821289,88.72072485394344,87.73846852642306,88.3051568646797,205808500,-0.006460762374347451,0.011123431092768464,0.21912018255079602,65.50338807280251,1.2781056447070682,86.63219471360222,84.31979578976389,0.006821791628967381,4,3,0.005642466016615,223396300.0,0.0017983134798649214,196072600.0,0.012574818730064274,182941600.0,-0.00569071018263001,184477800.0,-0.005657315407582075,226641100.0,88.53181805345234,1
2010-03-29,88.64515686035156,88.80382888414998,88.16914078895627,88.53181805345234,134513500,0.002566794475208134,0.007169039438572328,-0.11333880689922182,66.6148004908809,1.2626836679006743,86.87496671623538,84.36739066968988,0.006341441920753777,0,3,-0.006460762374347451,205808500.0,0.005642466016615,223396300.0,0.0017983134798649214,196072600.0,0.012574818730064274,182941600.0,-0.00569071018263001,184477800.0,88.75094540319085,1
2010-03-30,88.70561218261719,89.03051371424895,88.33537743041177,88.75094540319085,145772500,0.0024751253792869576,0.007832438073523825,0.04533322057366718,67.69829896112796,1.253691609494183,87.08467293757752,84.41575523246236,0.006274152542470482,1,3,0.002566794475208134,134513500.0,-0.006460762374347451,205808500.0,0.005642466016615,223396300.0,0.0017983134798649214,196072600.0,0.012574818730064274,182941600.0,88.36561507126515,0
2010-03-31,88.40339660644531,88.79629805491557,88.1087190789294,88.36561507126515,161078700,-0.004341703969182098,0.007781069315611636,-0.0377815351801587,63.77844789433761,1.2016208636432282,87.27059698808662,84.473118415241,0.006113689148998852,2,3,0.0024751253792869576,145772500.0,0.002566794475208134,134513500.0,-0.006460762374347451,205808500.0,0.005642466016615,223396300.0,0.0017983134798649214,196072600.0,89.00787353515625,1
