Date,Open,High,Low,Close,Volume,Return,High_Low_Pct,Price_Change,RSI,MACD,SMA_20,SMA_50,Volatility_10,dow,month,Return_lag_1,Vol_lag_1,Return_lag_2,Vol_lag_2,Return_lag_3,Vol_lag_3,Return_lag_4,Vol_lag_4,Return_lag_5,Vol_lag_5,Close_next,Target_dir
2010-03-16,1122.199951171875,1127.0,1114.5,1122.199951171875,66,0.015473691035845727,0.011138834917027645,0.0,53.962443179196164,1.827255538956706,1117.7700073242188,1111.392001953125,0.008406323878489195,1,3,0.0032682483757944247,21.0,-0.005866425992779756,135.0,0.00018049391863317332,46.0,-0.012655927960672941,21.0,-0.001423972606534707,27.0,1124.0,1
2010-03-17,1124.0,1131.4000244140625,1118.0,1124.0,29,0.0016040357391258198,0.011921729905749556,0.0,54.67894842981368,2.4010774565758766,1117.9950073242187,1111.5180029296876,0.008181586734434592,2,3,0.015473691035845727,66.0,0.0032682483757944247,21.0,-0.005866425992779756,135.0,0.00018049391863317332,46.0,-0.012655927960672941,21.0,1127.4000244140625,1
2010-03-18,1127.4000244140625,1127.800048828125,1121.0999755859375,1127.4000244140625,86,0.0030249327527247516,0.005942942253943708,0.0,56.06971288968199,3.0945173457860164,1118.4650085449218,1111.70400390625,0.007872615034637025,3,3,0.0016040357391258198,29.0,0.015473691035845727,66.0,0.0032682483757944247,21.0,-0.005866425992779756,135.0,0.00018049391863317332,46.0,1107.4000244140625,0
2010-03-19,1107.4000244140625,1107.4000244140625,1107.4000244140625,1107.4000244140625,54,-0.017739932204094533,0.0,0.0,46.94400808261102,2.007103955898856,1117.7700073242188,1111.13400390625,0.009504273446128097,4,3,0.0030249327527247516,86.0,0.0016040357391258198,29.0,0.015473691035845727,66.0,0.0032682483757944247,21.0,-0.005866425992779756,135.0,1099.300048828125,0
2010-03-22,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,71,-0.007314407989311045,0.0,0.0,43.83248802753175,0.4861170201470486,1117.1050109863281,1110.4580053710938,0.00931358694043705,0,3,-0.017739932204094533,54.0,0.0030249327527247516,86.0,0.0016040357391258198,29.0,0.015473691035845727,66.0,0.0032682483757944247,21.0,1103.5,1
2010-03-23,1103.5,1103.5,1103.5,1103.5,16,0.0038205685302681314,0.0,0.0,45.837141137077566,-0.3760403661769942,1116.460009765625,1109.7640063476563,0.009504402199143258,1,3,-0.007314407989311045,71.0,-0.017739932204094533,54.0,0.0030249327527247516,86.0,0.0016040357391258198,29.0,0.015473691035845727,66.0,1088.5999755859375,0
2010-03-24,1088.5999755859375,1092.4000244140625,1085.5,1088.5999755859375,9,-0.013502514194891235,0.006338438883712606,0.0,40.33687485650483,-2.2358403757732503,1116.065008544922,1108.5220068359374,0.009616726848230358,2,3,0.0038205685302681314,16.0,-0.007314407989311045,71.0,-0.017739932204094533,54.0,0.0030249327527247516,86.0,0.0016040357391258198,29.0,1092.699951171875,1
2010-03-25,1092.699951171875,1092.699951171875,1086.699951171875,1092.699951171875,8,0.0037662830037550332,0.005490985877289782,0.0,42.38556589123907,-3.3404054034926958,1115.3100036621095,1107.7980053710937,0.009760623380662739,3,3,-0.013502514194891235,9.0,0.0038205685302681314,16.0,-0.007314407989311045,71.0,-0.017739932204094533,54.0,0.0030249327527247516,86.0,1104.199951171875,1
2010-03-26,1104.199951171875,1104.199951171875,1104.199951171875,1104.199951171875,5,0.010524389598138839,0.0,0.0,47.799877469391745,-3.250359138560725,1115.179998779297,1107.15400390625,0.010279710502017932,4,3,0.0037662830037550332,8.0,-0.013502514194891235,9.0,0.0038205685302681314,16.0,-0.007314407989311045,71.0,-0.017739932204094533,54.0,1110.300048828125,1
2010-03-29,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,158733,0.00552445021372816,0.0,0.0,50.45936026476388,-2.6561514639581674,1114.729998779297,1106.6200048828125,0.010376581962714761,0,3,0.010524389598138839,5.0,0.0037662830037550332,8.0,-0.013502514194891235,9.0,0.0038205685302681314,16.0,-0.007314407989311045,71.0,1109.699951171875,0
2010-03-30,1104.5,1112.9000244140625,1101.0999755859375,1109.699951171875,56533,-0.0005404824190392565,0.010633549019862359,5.199951171875,50.188466247983456,-2.2082056463041226,1113.3699951171875,1106.1580029296874,0.008949662858844715,1,3,0.00552445021372816,158733.0,0.010524389598138839,5.0,0.0037662830037550332,8.0,-0.013502514194891235,9.0,0.0038205685302681314,16.0,1103.0999755859375,0
2010-03-31,1113.300048828125,1118.699951171875,1102.0,1103.0999755859375,5950,-0.005947531653910376,0.01513910936586181,-10.2000732421875,47.18796375613244,-2.3585799880879676,1111.3899963378906,1105.4260034179688,0.009016066120844742,2,3,-0.0005404824190392565,56533.0,0.00552445021372816,158733.0,0.010524389598138839,5.0,0.0037662830037550332,8.0,-0.013502514194891235,9.0,1125.0999755859375,1
2010-04-01,1125.0999755859375,1127.699951171875,1111.300048828125,1125.0999755859375,2696,0.019943795201621928,0.014576395608940569,0.0,56.51943782615719,-0.6945304839234723,1111.0149963378906,1105.462001953125,0.011322509994637108,3,4,-0.005947531653910376,5950.0,-0.0005404824190392565,56533.0,0.00552445021372816,158733.0,0.010524389598138839,5.0,0.0037662830037550332,8.0,1122.300048828125,0
2010-04-05,1132.9000244140625,1133.300048828125,1119.9000244140625,1122.300048828125,567,-0.0024886026296057073,0.011939787784963957,-10.5999755859375,55.18305239092594,0.3937709017236557,1110.3899963378906,1105.85400390625,0.009582916169325778,0,4,0.019943795201621928,2696.0,-0.005947531653910376,5950.0,-0.0005404824190392565,56533.0,0.00552445021372816,158733.0,0.010524389598138839,5.0,1130.800048828125,1
2010-04-06,1135.0999755859375,1138.5,1122.699951171875,1130.800048828125,2490,0.0075737321840763094,0.013972451490870527,-4.2999267578125,58.39890132128466,1.9200039428808395,1110.75,1106.686005859375,0.00923240849589365,1,4,-0.0024886026296057073,567.0,0.019943795201621928,2696.0,-0.005947531653910376,5950.0,-0.0005404824190392565,56533.0,0.00552445021372816,158733.0,1152.300048828125,1
2010-04-07,1152.300048828125,1153.0,1132.5999755859375,1152.300048828125,1342,0.019013087258247685,0.01770374342586297,0.0,65.20075655432771,4.808989898854179,1112.2650024414063,1107.8280078125,0.010561089259347371,2,4,0.0075737321840763094,2490.0,-0.0024886026296057073,567.0,0.019943795201621928,2696.0,-0.005947531653910376,5950.0,-0.0005404824190392565,56533.0,1152.199951171875,0
2010-04-08,1152.199951171875,1152.300048828125,1144.0,1152.199951171875,254,-8.686770112675823e-05,0.007203653167736398,0.0,65.14735062521623,7.009652132250949,1114.4849975585937,1108.9140063476561,0.00872939719899962,3,4,0.019013087258247685,1342.0,0.0075737321840763094,2490.0,-0.0024886026296057073,567.0,0.019943795201621928,2696.0,-0.005947531653910376,5950.0,1161.0999755859375,1
2010-04-09,1161.0999755859375,1164.800048828125,1150.5,1161.0999755859375,505,0.007724374927295052,0.012315949641553152,0.0,67.68208333469357,9.363909081677775,1117.1399963378906,1110.4480053710938,0.008720283670654283,4,4,-8.686770112675823e-05,254.0,0.019013087258247685,1342.0,0.0075737321840763094,2490.0,-0.0024886026296057073,567.0,0.019943795201621928,2696.0,1161.5999755859375,1
2010-04-12,1161.5999755859375,1169.0,1154.5999755859375,1161.5999755859375,483,0.00043062613944822026,0.012396715493041225,0.0,67.82366156614556,11.141587214913216,1120.1449951171876,1111.92400390625,0.008738506694973487,0,4,0.007724374927295052,505.0,-8.686770112675823e-05,254.0,0.019013087258247685,1342.0,0.0075737321840763094,2490.0,-0.0024886026296057073,567.0,1152.800048828125,0
2010-04-13,1152.800048828125,1157.0,1145.0,1152.800048828125,278,-0.0075756946821332605,0.01040943744945063,0.0,62.623860825102966,11.705396868934486,1122.5299987792969,1113.2800048828126,0.009608845688660914,1,4,0.00043062613944822026,483.0,0.007724374927295052,505.0,-8.686770112675823e-05,254.0,0.019013087258247685,1342.0,0.0075737321840763094,2490.0,1159.0,1
2010-04-14,1159.0,1160.5999755859375,1151.199951171875,1159.0,162,0.005378166992773492,0.008110461099277395,0.0,64.67851313840862,12.508316242702222,1124.3700012207032,1114.8400048828125,0.009493050400378124,2,4,-0.0075756946821332605,278.0,0.00043062613944822026,483.0,0.007724374927295052,505.0,-8.686770112675823e-05,254.0,0.019013087258247685,1342.0,1157.5,0
2010-04-15,1159.699951171875,1159.800048828125,1151.0,1157.5,179,-0.0012942191544434989,0.007602633976781858,-2.199951171875,63.765209127776245,12.875181094028221,1126.0450012207032,1115.6420043945313,0.00903254569125717,3,4,0.005378166992773492,162.0,-0.0075756946821332605,278.0,0.00043062613944822026,483.0,0.007724374927295052,505.0,-8.686770112675823e-05,254.0,1136.300048828125,0
2010-04-16,1136.300048828125,1160.0,1130.4000244140625,1136.300048828125,483,-0.018315292589092924,0.026049436164738517,0.0,52.48496424460567,11.324720914330328,1126.4900024414062,1116.0520043945312,0.009986770394830962,4,4,-0.0012942191544434989,179.0,0.005378166992773492,162.0,-0.0075756946821332605,278.0,0.00043062613944822026,483.0,0.007724374927295052,505.0,1135.199951171875,0
2010-04-19,1135.199951171875,1137.0999755859375,1124.0,1135.199951171875,145,-0.0009681401117465072,0.01153979576233623,0.0,51.97118281515696,9.89315918370562,1127.8799987792968,1116.5560034179687,0.009938606146028399,0,4,-0.018315292589092924,483.0,-0.0012942191544434989,179.0,0.005378166992773492,162.0,-0.0075756946821332605,278.0,0.00043062613944822026,483.0,1138.5999755859375,1
