Date,Open,High,Low,Close,Volume
2010-01-04,85.27920532226562,85.3243526269112,83.90968158491715,84.55681974288503,118944600
2010-01-05,85.50495910644531,85.54258569272618,84.91802110293453,85.22654303560668,111579900
2010-01-06,85.56517028808594,85.77586541977085,85.35447515640104,85.42219613115186,116074400
2010-01-07,85.92634582519531,86.03169336625015,85.16633364386222,85.40712884356047,131091100
2010-01-08,86.2122802734375,86.24990685215928,85.52752132057812,85.70058980427461,126402800
2010-01-11,86.3326644897461,86.63365409885208,85.9639424588763,86.59603326821822,106375700
2010-01-12,85.52752685546875,85.94139054314203,85.19643131252192,85.76079558381207,163333500
2010-01-13,86.24992370605469,86.49071893030164,85.30931646430706,85.7457538613096,161822000
2010-01-14,86.48316955566406,86.64119084149681,86.09940029520766,86.15207405715192,115718800
2010-01-15,85.51250457763672,86.4154854389606,85.18140891601222,86.33271726456678,212283100
2010-01-19,86.5810317993164,86.6337055863155,85.47487653132313,85.49745593233321,139172700
2010-01-20,85.70060729980469,86.12199751066682,85.01584820715371,85.99407630251382,216490200
2010-01-21,84.05265808105469,85.98654627728774,83.94731053270041,85.72317740640209,344859600
2010-01-22,82.17896270751953,84.08275061226156,82.08866235664657,83.67640764484864,345942400
2010-01-25,82.600341796875,83.08193786266743,82.32945226256795,82.93143729804183,186937500
2010-01-26,82.25421905517578,83.12710531863769,82.05105041992773,82.27679271009102,211168800
2010-01-27,82.6455078125,82.83362924206081,81.5167792351351,82.14886448277444,271863600
2010-01-28,81.69738006591797,82.96155639297517,81.20074244154416,82.91640908376232,316104000
2010-01-29,80.80944061279297,82.62293394472994,80.68151941886666,82.0510431928688,310677600
2010-02-01,82.06611633300781,82.07364280003371,80.89224008150707,81.38135709996979,187865000
2010-02-02,83.05937957763672,83.21740090488974,81.93065089067711,82.21659916562058,216327900
2010-02-03,82.6455078125,83.1346246775602,82.40471261230257,82.68312865380591,172730700
2010-02-04,80.0945816040039,82.04351685655097,80.07952867468879,82.00589601528401,356715700
2010-02-05,80.26012420654297,80.42566623126487,78.69495263727187,80.18487104683932,493585800
2010-02-08,79.68074035644531,80.76432201012088,79.62054009990501,80.32035229440174,224166900
2010-02-09,80.68148803710938,81.38129971069905,79.96662344008308,80.61376136366098,337820500
2010-02-10,80.52352142333984,80.96748536881614,79.84628293438169,80.55362154962822,240511500
2010-02-11,81.36627960205078,81.45657995606378,79.95160850191017,80.41815171946156,223591600
2010-02-12,81.2985610961914,81.34370840405538,80.147258817575,80.50844876250804,304622100
2010-02-16,82.57776641845703,82.66054029201565,81.1329954743583,81.91558117099746,159317500
2010-02-17,82.96907806396484,83.08195207148557,82.57778227002771,82.9765987877252,168845100
2010-02-18,83.45816040039062,83.63122883142988,82.80349602048285,82.83359612610015,193708600
2010-02-19,83.63127136230469,83.95484048598222,83.04433335679919,83.2399812723047,222684900
2010-02-22,83.64630126953125,83.96234384073374,83.39797964601095,83.93977019150634,132346900
2010-02-23,82.63044738769531,83.67640198189324,82.41222586027857,83.42055961658319,207497000
2010-02-24,83.39046478271484,83.52591243793027,82.66807920190263,82.87877427867991,176350700
2010-02-25,83.27760314941406,83.33780339200942,81.9758059141033,82.20154821231922,259634700
2010-02-26,83.33026885986328,83.61621711400521,82.85620491259034,83.35284251339857,173589300
2010-03-01,84.19559478759766,84.27836864465431,83.65380435632069,83.6763780007892,147709700
2010-03-02,84.42889404296875,84.83523701373724,84.27839919794798,84.55682097634778,160992400
2010-03-03,84.50416564941406,85.0083298053782,84.29346478298532,84.64713406108336,150785000
2010-03-04,84.75996398925781,84.88036442171544,84.30094738727819,84.61698991096654,135770400
2010-03-05,85.97150421142578,86.03922517897044,85.1061443775068,85.30931876216306,176118800
2010-03-08,85.98654174804688,86.17466318034339,85.83604689861387,85.97902102428259,114631200
2010-03-09,86.12950134277344,86.5283177933959,85.68553759314001,85.73068489215099,154556700
2010-03-10,86.51329040527344,86.7465591582246,86.0919002087137,86.16714763795495,186088800
2010-03-11,86.8744888305664,86.89706822844958,86.04675554620334,86.3101244447264,160791100
2010-03-12,86.8819808959961,87.26575013389878,86.64118574968658,87.2506972079368,162074800
2010-03-15,86.90457916259766,86.96477940148108,86.23486729279918,86.73151065207126,146816800
2010-03-16,87.59684753417969,87.67961566474938,86.90455644997309,87.14535160156387,168673000
2010-03-17,88.11607360839844,88.40202184632994,87.60438310690074,87.86023122815472,177468100
2010-03-18,88.07096862792969,88.24403720573386,87.7172992632694,88.12364242217613,196509100
2010-03-19,87.6250991821289,88.62247007944596,87.28508283882658,87.6250991821289,226641100
2010-03-22,88.09359741210938,88.25227523599094,87.0735594515495,87.1264501379592,184477800
2010-03-23,88.71318054199219,88.78873784044998,87.9349236503851,88.22204945503802,182941600
2010-03-24,88.282470703125,88.72826845722581,87.33043859406742,88.38070035579433,196072600
2010-03-25,88.138916015625,89.28740169684929,88.0331346672748,88.87938545407653,223396300
2010-03-26,88.0860366821289,88.72072485394344,87.73846852642306,88.3051568646797,205808500
2010-03-29,88.64515686035156,88.80382888414998,88.16914078895627,88.53181805345234,134513500
2010-03-30,88.70561218261719,89.03051371424895,88.33537743041177,88.75094540319085,145772500
2010-03-31,88.40339660644531,88.79629805491557,88.1087190789294,88.36561507126515,161078700
2010-04-01,89.00787353515625,89.34788431972939,88.47896082457726,89.00787353515625,161215200
2010-04-05,89.73320770263672,89.79365007535024,89.09851378960552,89.34785803274819,105847600
2010-04-06,89.94475555419922,90.10342756507144,89.37806733051953,89.47629121401641,110384200
2010-04-07,89.43099212646484,90.18657671302527,89.01541829799544,89.76345118924036,184576300
2010-04-08,89.74079132080078,89.89191171797349,88.85675861479186,89.12121210402695,158704000
2010-04-09,90.33010864257812,90.3678844001559,89.76342039705291,89.92964410676686,133006500
2010-04-12,90.47368621826172,90.70792133271358,90.33768077797274,90.44346214656947,110279000
2010-04-13,90.54167938232422,90.70035141342134,89.9145429513322,90.3830073512271,125043600
2010-04-14,91.56929779052734,91.56929779052734,90.73059843918364,90.87415559051027,161609000
2010-04-15,91.64483642578125,91.85639914434329,91.38793472134755,91.41815879037809,144615300
2010-04-16,90.18655395507812,91.64483206973956,89.72564701241068,91.3199305489191,366786700
2010-04-19,90.52657318115234,90.6172453925017,89.51409276201865,89.92210906611271,217947800
2010-04-20,91.33502960205078,91.41059264500682,90.57189359712204,91.0932428526836,157708000
2010-04-21,91.16883087158203,91.59951381702437,90.66258486248293,91.38794530929889,192910100
2010-04-22,91.44082641601562,91.55416523497532,90.00522059136557,90.52656993513726,115360300
2010-04-23,92.03775787353516,92.07553940922897,91.14616781889924,91.3804029638255,177335500
2010-04-26,91.6901626586914,92.27196585504569,91.59949622316182,92.06795484580151,143457300
2010-04-27,89.52163696289062,91.68260291582303,89.34785002470474,91.16125363056766,355853300
2010-04-28,90.20166778564453,90.42834542203191,89.36296860152365,89.9523293032005,300674100
2010-04-29,91.31996154785156,91.50885771094663,90.72304898071275,90.74571559793961,193775000
2010-04-30,89.77101135253906,91.4333010585654,89.7483447351486,91.3350713636688,270000900
2010-05-03,90.93461608886719,91.18396041953649,90.0656925443447,90.20169801883216,182747900
2010-05-04,88.7962875366211,89.93722174100905,88.34293799142492,89.92211258751848,360353400
2010-05-05,88.26737213134766,89.00784740289707,87.62512652423995,88.07091856711591,328973200
2010-05-06,85.33570098876953,88.40337170052675,79.33635921842144,87.84424087823261,647356600
2010-05-07,84.06631469726562,85.9628272269141,82.66848483092697,85.10901900393235,637558800
2010-05-10,87.76871490478516,88.1389497657812,86.82423410096122,87.50425566799179,396159600
2010-05-11,87.51936340332031,88.67540688993984,86.82422697229656,86.94511750764062,317849800
2010-05-12,88.74337768554688,88.87183140340822,87.715782530562,87.86690285608975,235607100
2010-05-13,87.6402359008789,88.91717542468045,87.56467861125817,88.50160168478892,234452500
2010-05-14,86.05352020263672,87.14156375209222,85.28282653154065,86.98289169523869,345601400
2010-05-17,86.09883880615234,86.52952167722357,84.4516646078244,86.28773490337045,325739800
2010-05-18,84.92770385742188,87.0584520398844,84.64813550100227,86.8015502974294,360556800
2010-05-19,84.44415283203125,85.20728927498517,83.38633303463818,84.45170452894072,394742700
2010-05-20,81.25553894042969,83.0311609498984,81.20264826830598,82.64581133033937,530418300
2010-05-21,82.44180297851562,82.64580820194176,79.60836186917608,80.02393553773949,500909400
2010-05-24,81.3840103149414,82.65339257589845,81.30845301368316,81.99603194918143,269823000
2010-05-25,81.46713256835938,81.50491410478959,78.86791966052465,79.41949896327911,396505200
2010-05-26,80.97596740722656,82.71381358934612,80.73418066372433,81.96578675236279,349719300
2010-05-27,83.68853759765625,83.71876166824568,82.19247780906566,82.5022702091183,300870500
2010-05-28,82.63826751708984,83.65830529939271,82.24536040272115,83.59785716415884,297933500
2010-06-01,81.24800109863281,83.07651422167967,81.1271105751569,81.86758016365911,277909400
2010-06-02,83.36360931396484,83.37116100570171,81.23286202017972,81.66354479983895,240243700
2010-06-03,83.65074920654297,83.91520259669284,82.796940899873,83.60541598670345,226618300
2010-06-04,80.7115249633789,82.60804341175253,80.43951411960215,82.06402172419902,398475600
2010-06-07,79.70659637451172,81.308437370403,79.64615400392545,80.99864500079819,264609100
2010-06-08,80.56041717529297,80.71908922008514,79.07191486721393,79.76705118668018,357774300
2010-06-09,80.1297378540039,81.81468804656585,79.78972137308467,81.02887948144532,268023300
2010-06-10,82.47203063964844,82.57025452711595,80.1221629159597,81.49732616375962,317890600
2010-06-11,82.87251281738281,82.92540350474962,81.69380277626381,81.74669346363062,214128200
